Region,Main_Sector,Year,Price_Type,Sector_GRDP
Eastern Visayas,Gross Domestic Product,2013,At Current Prices,292195740.0
Eastern Visayas,Gross Domestic Product,2014,At Constant 2018 Prices,331605886.0
Eastern Visayas,Gross Domestic Product,2014,At Current Prices,305697115.0
Eastern Visayas,Gross Domestic Product,2015,At Constant 2018 Prices,352680877.0
Eastern Visayas,Gross Domestic Product,2015,At Current Prices,324929357.0
Eastern Visayas,Gross Domestic Product,2016,At Constant 2018 Prices,402993768.0
Eastern Visayas,Gross Domestic Product,2016,At Current Prices,376587299.0
Eastern Visayas,Gross Domestic Product,2017,At Constant 2018 Prices,415257479.0
Eastern Visayas,Gross Domestic Product,2017,At Current Prices,397386688.0
Eastern Visayas,Gross Domestic Product,2018,At Constant 2018 Prices,444384029.0
Eastern Visayas,Gross Domestic Product,2018,At Current Prices,444384029.0
Eastern Visayas,Gross Domestic Product,2019,At Constant 2018 Prices,469292504.0
Eastern Visayas,Gross Domestic Product,2019,At Current Prices,455533643.0
Eastern Visayas,Gross Domestic Product,2020,At Constant 2018 Prices,434767718.0
Eastern Visayas,Gross Domestic Product,2020,At Current Prices,414265871.0
Eastern Visayas,Gross Domestic Product,2021,At Constant 2018 Prices,461066832.0
Eastern Visayas,Gross Domestic Product,2021,At Current Prices,450146977.0
Eastern Visayas,Gross Domestic Product,2022,At Constant 2018 Prices,984360508.0
Eastern Visayas,Gross Domestic Product,2022,At Current Prices,1025653218.0
Eastern Visayas,Gross Domestic Product,2023,At Constant 2018 Prices,1046784295.0
Eastern Visayas,Gross Domestic Product,2023,At Current Prices,1136447265.0
Eastern Visayas,Gross Domestic Product,2024,At Constant 2018 Prices,555624456.0
Eastern Visayas,Gross Domestic Product,2024,At Current Prices,621904785.0
Eastern Visayas,Industry,2000,At Constant 2018 Prices,79713163.0
Eastern Visayas,Industry,2000,At Current Prices,44830655.0
Eastern Visayas,Industry,2001,At Constant 2018 Prices,81974776.0
Eastern Visayas,Industry,2001,At Current Prices,48536734.0
Eastern Visayas,Industry,2002,At Constant 2018 Prices,83083619.0
Eastern Visayas,Industry,2002,At Current Prices,49156951.0
Eastern Visayas,Industry,2003,At Constant 2018 Prices,88736141.0
Eastern Visayas,Industry,2003,At Current Prices,52593651.0
Eastern Visayas,Industry,2004,At Constant 2018 Prices,95983481.0
Eastern Visayas,Industry,2004,At Current Prices,64900632.0
Eastern Visayas,Industry,2005,At Constant 2018 Prices,99538943.0
Eastern Visayas,Industry,2005,At Current Prices,72353986.0
Eastern Visayas,Industry,2006,At Constant 2018 Prices,106898817.0
Eastern Visayas,Industry,2006,At Current Prices,82301861.0
Eastern Visayas,Industry,2007,At Constant 2018 Prices,105561399.0
Eastern Visayas,Industry,2007,At Current Prices,76751048.0
Eastern Visayas,Industry,2008,At Constant 2018 Prices,112169501.0
Eastern Visayas,Industry,2008,At Current Prices,95498345.0
Eastern Visayas,Industry,2009,At Constant 2018 Prices,119576395.0
Eastern Visayas,Industry,2009,At Current Prices,105810290.0
Eastern Visayas,Industry,2010,At Constant 2018 Prices,121299420.0
Eastern Visayas,Industry,2010,At Current Prices,109118107.0
Eastern Visayas,Industry,2011,At Constant 2018 Prices,122847771.0
Eastern Visayas,Industry,2011,At Current Prices,111990708.0
Eastern Visayas,Industry,2012,At Constant 2018 Prices,105391265.0
Eastern Visayas,Industry,2012,At Current Prices,94384743.0
Eastern Visayas,Industry,2013,At Constant 2018 Prices,123076742.0
Eastern Visayas,Industry,2013,At Current Prices,114265996.0
Eastern Visayas,Industry,2014,At Constant 2018 Prices,126719634.0
Eastern Visayas,Industry,2014,At Current Prices,115937143.0
Eastern Visayas,Industry,2015,At Constant 2018 Prices,136055150.0
Eastern Visayas,Industry,2015,At Current Prices,124707800.0
Eastern Visayas,Industry,2016,At Constant 2018 Prices,169658479.0
Eastern Visayas,Industry,2016,At Current Prices,157377259.0
Eastern Visayas,Industry,2017,At Constant 2018 Prices,168856043.0
Eastern Visayas,Industry,2017,At Current Prices,159630116.0
Eastern Visayas,Industry,2018,At Constant 2018 Prices,181832721.0
Eastern Visayas,Industry,2018,At Current Prices,181832721.0
Eastern Visayas,Industry,2019,At Constant 2018 Prices,187588174.0
Eastern Visayas,Industry,2019,At Current Prices,172209732.0
Eastern Visayas,Industry,2020,At Constant 2018 Prices,172658839.0
Eastern Visayas,Industry,2020,At Current Prices,143738558.0
Eastern Visayas,Industry,2021,At Constant 2018 Prices,186465677.0
Eastern Visayas,Industry,2021,At Current Prices,162420575.0
Eastern Visayas,Industry,2022,At Constant 2018 Prices,399676032.0
Eastern Visayas,Industry,2022,At Current Prices,377678492.0
Eastern Visayas,Industry,2023,At Constant 2018 Prices,422960143.0
Eastern Visayas,Industry,2023,At Current Prices,416050168.0
Eastern Visayas,Industry,2024,At Constant 2018 Prices,223595863.0
Eastern Visayas,Industry,2024,At Current Prices,222078445.0
Eastern Visayas,Services,2000,At Constant 2018 Prices,72437292.0
Eastern Visayas,Services,2000,At Current Prices,38144650.0
Eastern Visayas,Services,2001,At Constant 2018 Prices,72463577.0
Eastern Visayas,Services,2001,At Current Prices,40579454.0
Eastern Visayas,Services,2002,At Constant 2018 Prices,75085337.0
Eastern Visayas,Services,2002,At Current Prices,43271274.0
Eastern Visayas,Services,2003,At Constant 2018 Prices,77386040.0
Eastern Visayas,Services,2003,At Current Prices,46106884.0
Eastern Visayas,Services,2004,At Constant 2018 Prices,80674760.0
Eastern Visayas,Services,2004,At Current Prices,49423857.0
Eastern Visayas,Services,2005,At Constant 2018 Prices,87009541.0
Eastern Visayas,Services,2005,At Current Prices,55615698.0
Eastern Visayas,Services,2006,At Constant 2018 Prices,92835220.0
Eastern Visayas,Services,2006,At Current Prices,61319933.0
Eastern Visayas,Services,2007,At Constant 2018 Prices,99222230.0
Eastern Visayas,Services,2007,At Current Prices,67290352.0
Eastern Visayas,Services,2008,At Constant 2018 Prices,102478575.0
Eastern Visayas,Services,2008,At Current Prices,74243744.0
Eastern Visayas,Services,2009,At Constant 2018 Prices,107690087.0
Eastern Visayas,Services,2009,At Current Prices,80033561.0
Eastern Visayas,Services,2010,At Constant 2018 Prices,117201636.0
Eastern Visayas,Services,2010,At Current Prices,90276467.0
Eastern Visayas,Services,2011,At Constant 2018 Prices,124411311.0
Eastern Visayas,Services,2011,At Current Prices,98696406.0
Eastern Visayas,Services,2012,At Constant 2018 Prices,137095393.0
Eastern Visayas,Services,2012,At Current Prices,111728887.0
Eastern Visayas,Services,2013,At Constant 2018 Prices,142842192.0
Eastern Visayas,Services,2013,At Current Prices,122366261.0
Eastern Visayas,Services,2014,At Constant 2018 Prices,148421105.0
Eastern Visayas,Services,2014,At Current Prices,132345405.0
Eastern Visayas,Services,2015,At Constant 2018 Prices,162905160.0
Eastern Visayas,Services,2015,At Current Prices,147158209.0
Eastern Visayas,Services,2016,At Constant 2018 Prices,178839951.0
Eastern Visayas,Services,2016,At Current Prices,164825393.0
Eastern Visayas,Services,2017,At Constant 2018 Prices,193157879.0
Eastern Visayas,Services,2017,At Current Prices,185414318.0
Eastern Visayas,Services,2018,At Constant 2018 Prices,209683913.0
Eastern Visayas,Services,2018,At Current Prices,209683913.0
Eastern Visayas,Services,2019,At Constant 2018 Prices,228705721.0
Eastern Visayas,Services,2019,At Current Prices,232884169.0
Eastern Visayas,Services,2020,At Constant 2018 Prices,206999385.0
Eastern Visayas,Services,2020,At Current Prices,214054143.0
Eastern Visayas,Services,2021,At Constant 2018 Prices,219903692.0
Eastern Visayas,Services,2021,At Current Prices,229810028.0
Eastern Visayas,Services,2022,At Constant 2018 Prices,485904694.0
Eastern Visayas,Services,2022,At Current Prices,531114670.0
Eastern Visayas,Services,2023,At Constant 2018 Prices,522979074.0
Eastern Visayas,Services,2023,At Current Prices,598092230.0
Eastern Visayas,Services,2024,At Constant 2018 Prices,280318705.0
Eastern Visayas,Services,2024,At Current Prices,330410369.0
Ilocos Region,"Agriculture, forestry, and fishing",2000,At Constant 2018 Prices,63417221.0
Ilocos Region,"Agriculture, forestry, and fishing",2000,At Current Prices,34947897.0
Ilocos Region,"Agriculture, forestry, and fishing",2001,At Constant 2018 Prices,66020438.0
Ilocos Region,"Agriculture, forestry, and fishing",2001,At Current Prices,35946000.0
Ilocos Region,"Agriculture, forestry, and fishing",2002,At Constant 2018 Prices,68015277.0
Ilocos Region,"Agriculture, forestry, and fishing",2002,At Current Prices,39035867.0
Ilocos Region,"Agriculture, forestry, and fishing",2003,At Constant 2018 Prices,71728247.0
Ilocos Region,"Agriculture, forestry, and fishing",2003,At Current Prices,42547209.0
Ilocos Region,"Agriculture, forestry, and fishing",2004,At Constant 2018 Prices,75512824.0
Ilocos Region,"Agriculture, forestry, and fishing",2004,At Current Prices,50505673.0
Ilocos Region,"Agriculture, forestry, and fishing",2005,At Constant 2018 Prices,83073780.0
Ilocos Region,"Agriculture, forestry, and fishing",2005,At Current Prices,57660665.0
Ilocos Region,"Agriculture, forestry, and fishing",2006,At Constant 2018 Prices,89740821.0
Ilocos Region,"Agriculture, forestry, and fishing",2006,At Current Prices,63224597.0
Ilocos Region,"Agriculture, forestry, and fishing",2007,At Constant 2018 Prices,93737562.0
Ilocos Region,"Agriculture, forestry, and fishing",2007,At Current Prices,67434991.0
Ilocos Region,"Agriculture, forestry, and fishing",2008,At Constant 2018 Prices,93293580.0
Ilocos Region,"Agriculture, forestry, and fishing",2008,At Current Prices,78449835.0
Ilocos Region,"Agriculture, forestry, and fishing",2009,At Constant 2018 Prices,83313551.0
Ilocos Region,"Agriculture, forestry, and fishing",2009,At Current Prices,74812499.0
Ilocos Region,"Agriculture, forestry, and fishing",2010,At Constant 2018 Prices,92095791.0
Ilocos Region,"Agriculture, forestry, and fishing",2010,At Current Prices,82915357.0
Ilocos Region,"Agriculture, forestry, and fishing",2011,At Constant 2018 Prices,96633772.0
Ilocos Region,"Agriculture, forestry, and fishing",2011,At Current Prices,90184035.0
Ilocos Region,"Agriculture, forestry, and fishing",2012,At Constant 2018 Prices,99266871.0
Ilocos Region,"Agriculture, forestry, and fishing",2012,At Current Prices,90974917.0
Ilocos Region,"Agriculture, forestry, and fishing",2013,At Constant 2018 Prices,103912863.0
Ilocos Region,"Agriculture, forestry, and fishing",2013,At Current Prices,95265087.0
Ilocos Region,"Agriculture, forestry, and fishing",2014,At Constant 2018 Prices,108939138.0
Ilocos Region,"Agriculture, forestry, and fishing",2014,At Current Prices,103111043.0
Ilocos Region,"Agriculture, forestry, and fishing",2015,At Constant 2018 Prices,107798433.0
Ilocos Region,"Agriculture, forestry, and fishing",2015,At Current Prices,97252293.0
Ilocos Region,"Agriculture, forestry, and fishing",2016,At Constant 2018 Prices,106270087.0
Ilocos Region,"Agriculture, forestry, and fishing",2016,At Current Prices,94546569.0
Ilocos Region,"Agriculture, forestry, and fishing",2017,At Constant 2018 Prices,108559780.0
Ilocos Region,"Agriculture, forestry, and fishing",2017,At Current Prices,101233334.0
Ilocos Region,"Agriculture, forestry, and fishing",2018,At Constant 2018 Prices,109726744.0
Ilocos Region,"Agriculture, forestry, and fishing",2018,At Current Prices,109726744.0
Ilocos Region,"Agriculture, forestry, and fishing",2019,At Constant 2018 Prices,111847324.0
Ilocos Region,"Agriculture, forestry, and fishing",2019,At Current Prices,104414631.0
Ilocos Region,"Agriculture, forestry, and fishing",2020,At Constant 2018 Prices,112835219.0
Ilocos Region,"Agriculture, forestry, and fishing",2020,At Current Prices,111752734.0
Ilocos Region,"Agriculture, forestry, and fishing",2021,At Constant 2018 Prices,107277252.0
Ilocos Region,"Agriculture, forestry, and fishing",2021,At Current Prices,115897688.0
Ilocos Region,"Agriculture, forestry, and fishing",2022,At Constant 2018 Prices,218310302.0
Ilocos Region,"Agriculture, forestry, and fishing",2022,At Current Prices,248345358.0
Ilocos Region,"Agriculture, forestry, and fishing",2023,At Constant 2018 Prices,225574641.0
Ilocos Region,"Agriculture, forestry, and fishing",2023,At Current Prices,267441307.0
Ilocos Region,"Agriculture, forestry, and fishing",2024,At Constant 2018 Prices,112101747.0
Ilocos Region,"Agriculture, forestry, and fishing",2024,At Current Prices,145655559.0
Ilocos Region,Gross Domestic Product,2000,At Constant 2018 Prices,240124758.0
Ilocos Region,Gross Domestic Product,2000,At Current Prices,128944988.0
Ilocos Region,Gross Domestic Product,2001,At Constant 2018 Prices,245289940.0
Ilocos Region,Gross Domestic Product,2001,At Current Prices,137048662.0
Ilocos Region,Gross Domestic Product,2002,At Constant 2018 Prices,252727880.0
Ilocos Region,Gross Domestic Product,2002,At Current Prices,147243617.0
Ilocos Region,Gross Domestic Product,2003,At Constant 2018 Prices,264116263.0
Ilocos Region,Gross Domestic Product,2003,At Current Prices,157948520.0
Ilocos Region,Gross Domestic Product,2004,At Constant 2018 Prices,277856799.0
Ilocos Region,Gross Domestic Product,2004,At Current Prices,178137944.0
Ilocos Region,Gross Domestic Product,2005,At Constant 2018 Prices,290757292.0
Ilocos Region,Gross Domestic Product,2005,At Current Prices,198599341.0
Ilocos Region,Gross Domestic Product,2006,At Constant 2018 Prices,307818091.0
Ilocos Region,Gross Domestic Product,2006,At Current Prices,218353822.0
Ilocos Region,Gross Domestic Product,2007,At Constant 2018 Prices,326055249.0
Ilocos Region,Gross Domestic Product,2007,At Current Prices,235792743.0
Ilocos Region,Gross Domestic Product,2008,At Constant 2018 Prices,335759337.0
Ilocos Region,Gross Domestic Product,2008,At Current Prices,265782293.0
Ilocos Region,Gross Domestic Product,2009,At Constant 2018 Prices,335356395.0
Ilocos Region,Gross Domestic Product,2009,At Current Prices,278946712.0
Ilocos Region,Gross Domestic Product,2010,At Constant 2018 Prices,364366356.0
Ilocos Region,Gross Domestic Product,2010,At Current Prices,312628376.0
Ilocos Region,Gross Domestic Product,2011,At Constant 2018 Prices,378621382.0
Ilocos Region,Gross Domestic Product,2011,At Current Prices,334384268.0
Ilocos Region,Gross Domestic Product,2012,At Constant 2018 Prices,398616600.0
Ilocos Region,Gross Domestic Product,2012,At Current Prices,356651167.0
Ilocos Region,Gross Domestic Product,2013,At Constant 2018 Prices,432692177.0
Ilocos Region,Gross Domestic Product,2013,At Current Prices,393993447.0
Ilocos Region,Gross Domestic Product,2014,At Constant 2018 Prices,461217885.0
Ilocos Region,Gross Domestic Product,2014,At Current Prices,430678687.0
Ilocos Region,Gross Domestic Product,2015,At Constant 2018 Prices,486062080.0
Ilocos Region,Gross Domestic Product,2015,At Current Prices,449373363.0
Ilocos Region,Gross Domestic Product,2016,At Constant 2018 Prices,525389666.0
Ilocos Region,Gross Domestic Product,2016,At Current Prices,490900560.0
Ilocos Region,Gross Domestic Product,2017,At Constant 2018 Prices,554680762.0
Ilocos Region,Gross Domestic Product,2017,At Current Prices,527801491.0
Ilocos Region,Gross Domestic Product,2018,At Constant 2018 Prices,587597251.0
Ilocos Region,Gross Domestic Product,2018,At Current Prices,587597251.0
Ilocos Region,Gross Domestic Product,2019,At Constant 2018 Prices,630362667.0
Ilocos Region,Gross Domestic Product,2019,At Current Prices,630300658.0
Ilocos Region,Gross Domestic Product,2020,At Constant 2018 Prices,581877977.0
Ilocos Region,Gross Domestic Product,2020,At Current Prices,597917300.0
Ilocos Region,Gross Domestic Product,2021,At Constant 2018 Prices,608618834.0
Ilocos Region,Gross Domestic Product,2021,At Current Prices,644125310.0
Ilocos Region,Gross Domestic Product,2022,At Constant 2018 Prices,1309670644.0
Ilocos Region,Gross Domestic Product,2022,At Current Prices,1458939362.0
Ilocos Region,Gross Domestic Product,2023,At Constant 2018 Prices,1402456269.0
Ilocos Region,Gross Domestic Product,2023,At Current Prices,1626927464.0
Ilocos Region,Gross Domestic Product,2024,At Constant 2018 Prices,735616621.0
Ilocos Region,Gross Domestic Product,2024,At Current Prices,877318738.0
Ilocos Region,Industry,2000,At Constant 2018 Prices,58779036.0
Ilocos Region,Industry,2000,At Current Prices,33488298.0
Ilocos Region,Industry,2001,At Constant 2018 Prices,59003718.0
Ilocos Region,Industry,2001,At Current Prices,35601531.0
Ilocos Region,Industry,2002,At Constant 2018 Prices,63041683.0
Ilocos Region,Industry,2002,At Current Prices,38814697.0
Ilocos Region,Industry,2003,At Constant 2018 Prices,64867586.0
Ilocos Region,Industry,2003,At Current Prices,39441029.0
Ilocos Region,Industry,2004,At Constant 2018 Prices,69435651.0
Ilocos Region,Industry,2004,At Current Prices,44483803.0
Ilocos Region,Industry,2005,At Constant 2018 Prices,72934194.0
Ilocos Region,Industry,2005,At Current Prices,50546855.0
Ilocos Region,Industry,2006,At Constant 2018 Prices,76954632.0
Ilocos Region,Industry,2006,At Current Prices,55807934.0
Ilocos Region,Industry,2007,At Constant 2018 Prices,80655944.0
Ilocos Region,Industry,2007,At Current Prices,59487272.0
Ilocos Region,Industry,2008,At Constant 2018 Prices,84739423.0
Ilocos Region,Industry,2008,At Current Prices,67090284.0
Ilocos Region,Industry,2009,At Constant 2018 Prices,91779754.0
Ilocos Region,Industry,2009,At Current Prices,76419047.0
Ilocos Region,Industry,2010,At Constant 2018 Prices,98326909.0
Ilocos Region,Industry,2010,At Current Prices,85645759.0
Ilocos Region,Industry,2011,At Constant 2018 Prices,96058323.0
Ilocos Region,Industry,2011,At Current Prices,85601547.0
Ilocos Region,Industry,2012,At Constant 2018 Prices,98751374.0
Ilocos Region,Industry,2012,At Current Prices,91225876.0
Ilocos Region,Industry,2013,At Constant 2018 Prices,110578568.0
Ilocos Region,Industry,2013,At Current Prices,103182650.0
Ilocos Region,Industry,2014,At Constant 2018 Prices,118161962.0
Ilocos Region,Industry,2014,At Current Prices,112749380.0
Ilocos Region,Industry,2015,At Constant 2018 Prices,125342949.0
Ilocos Region,Industry,2015,At Current Prices,116622557.0
Ilocos Region,Industry,2016,At Constant 2018 Prices,145917749.0
Ilocos Region,Industry,2016,At Current Prices,136857156.0
Ilocos Region,Industry,2017,At Constant 2018 Prices,156004842.0
Ilocos Region,Industry,2017,At Current Prices,147124880.0
Ilocos Region,Industry,2018,At Constant 2018 Prices,172137616.0
Ilocos Region,Industry,2018,At Current Prices,172137616.0
Ilocos Region,Industry,2019,At Constant 2018 Prices,187636364.0
Ilocos Region,Industry,2019,At Current Prices,193863821.0
Ilocos Region,Industry,2020,At Constant 2018 Prices,169817032.0
Ilocos Region,Industry,2020,At Current Prices,179865209.0
Ilocos Region,Industry,2021,At Constant 2018 Prices,186623498.0
Ilocos Region,Industry,2021,At Current Prices,200147631.0
Ilocos Region,Industry,2022,At Constant 2018 Prices,400251302.0
Ilocos Region,Industry,2022,At Current Prices,459763638.0
Ilocos Region,Industry,2023,At Constant 2018 Prices,428138473.0
Ilocos Region,Industry,2023,At Current Prices,511620363.0
Ilocos Region,Industry,2024,At Constant 2018 Prices,223840052.0
Ilocos Region,Industry,2024,At Current Prices,265369140.0
Ilocos Region,Services,2000,At Constant 2018 Prices,120464671.0
Ilocos Region,Services,2000,At Current Prices,61936401.0
Ilocos Region,Services,2001,At Constant 2018 Prices,123360487.0
Ilocos Region,Services,2001,At Current Prices,67276907.0
Ilocos Region,Services,2002,At Constant 2018 Prices,125451560.0
Ilocos Region,Services,2002,At Current Prices,71576898.0
Ilocos Region,Services,2003,At Constant 2018 Prices,131928651.0
Ilocos Region,Services,2003,At Current Prices,78660725.0
Ilocos Region,Services,2004,At Constant 2018 Prices,138381180.0
Ilocos Region,Services,2004,At Current Prices,86626861.0
Ilocos Region,Services,2005,At Constant 2018 Prices,140720072.0
Ilocos Region,Services,2005,At Current Prices,94540392.0
Ilocos Region,Services,2006,At Constant 2018 Prices,147846695.0
Ilocos Region,Services,2006,At Current Prices,104284779.0
Ilocos Region,Services,2007,At Constant 2018 Prices,158886304.0
Ilocos Region,Services,2007,At Current Prices,114470399.0
Ilocos Region,Services,2008,At Constant 2018 Prices,165799008.0
Ilocos Region,Services,2008,At Current Prices,126778819.0
Ilocos Region,Services,2009,At Constant 2018 Prices,169422114.0
Ilocos Region,Services,2009,At Current Prices,135490714.0
Ilocos Region,Services,2010,At Constant 2018 Prices,184938178.0
Ilocos Region,Services,2010,At Current Prices,153731820.0
Ilocos Region,Services,2011,At Constant 2018 Prices,197988677.0
Ilocos Region,Services,2011,At Current Prices,169398100.0
Ilocos Region,Services,2012,At Constant 2018 Prices,214689587.0
Ilocos Region,Services,2012,At Current Prices,187221902.0
Ilocos Region,Services,2013,At Constant 2018 Prices,234394543.0
Ilocos Region,Services,2013,At Current Prices,210961471.0
Ilocos Region,Services,2014,At Constant 2018 Prices,250832814.0
Ilocos Region,Services,2014,At Current Prices,231134178.0
Ilocos Region,Services,2015,At Constant 2018 Prices,272325255.0
Ilocos Region,Services,2015,At Current Prices,254663975.0
Ilocos Region,Services,2016,At Constant 2018 Prices,294195472.0
Ilocos Region,Services,2016,At Current Prices,280298725.0
Ilocos Region,Services,2017,At Constant 2018 Prices,314538266.0
Ilocos Region,Services,2017,At Current Prices,303732893.0
Ilocos Region,Services,2018,At Constant 2018 Prices,329923962.0
Ilocos Region,Services,2018,At Current Prices,329923962.0
Ilocos Region,Services,2019,At Constant 2018 Prices,356641397.0
Ilocos Region,Services,2019,At Current Prices,358343070.0
Ilocos Region,Services,2020,At Constant 2018 Prices,318038777.0
Ilocos Region,Services,2020,At Current Prices,325619279.0
Ilocos Region,Services,2021,At Constant 2018 Prices,334182742.0
Ilocos Region,Services,2021,At Current Prices,348325227.0
Ilocos Region,Services,2022,At Constant 2018 Prices,738121852.0
Ilocos Region,Services,2022,At Current Prices,800969932.0
Ilocos Region,Services,2023,At Constant 2018 Prices,801616995.0
Ilocos Region,Services,2023,At Current Prices,906123070.0
Ilocos Region,Services,2024,At Constant 2018 Prices,428371572.0
Ilocos Region,Services,2024,At Current Prices,498875577.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2000,At Constant 2018 Prices,49181571.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2000,At Current Prices,20650071.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2001,At Constant 2018 Prices,51270471.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2001,At Current Prices,21319535.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2002,At Constant 2018 Prices,53581819.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2002,At Current Prices,22309189.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2003,At Constant 2018 Prices,57866717.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2003,At Current Prices,24290382.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2004,At Constant 2018 Prices,58772087.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2004,At Current Prices,25444726.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2005,At Constant 2018 Prices,60964266.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2005,At Current Prices,27866174.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2006,At Constant 2018 Prices,66743832.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2006,At Current Prices,33020104.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2007,At Constant 2018 Prices,67373948.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2007,At Current Prices,34515622.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2008,At Constant 2018 Prices,66552868.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2008,At Current Prices,43203198.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2009,At Constant 2018 Prices,65732966.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2009,At Current Prices,45775419.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2010,At Constant 2018 Prices,62095976.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2010,At Current Prices,42355705.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2011,At Constant 2018 Prices,64682419.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2011,At Current Prices,47871709.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2012,At Constant 2018 Prices,63957992.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2012,At Current Prices,53778192.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2013,At Constant 2018 Prices,63432040.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2013,At Current Prices,53198316.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2014,At Constant 2018 Prices,66279503.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2014,At Current Prices,60498821.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2015,At Constant 2018 Prices,69014140.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2015,At Current Prices,59054074.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2016,At Constant 2018 Prices,65479046.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2016,At Current Prices,57534218.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2017,At Constant 2018 Prices,66520373.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2017,At Current Prices,62311521.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2018,At Constant 2018 Prices,67109673.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2018,At Current Prices,67109673.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2019,At Constant 2018 Prices,70293568.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2019,At Current Prices,64090817.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2020,At Constant 2018 Prices,68872647.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2020,At Current Prices,62743979.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2021,At Constant 2018 Prices,72446944.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2021,At Current Prices,70893525.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2022,At Constant 2018 Prices,141356936.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2022,At Current Prices,149353358.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2023,At Constant 2018 Prices,149967730.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2023,At Current Prices,164160218.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2024,At Constant 2018 Prices,70959793.0
MIMAROPA Region,"Agriculture, forestry, and fishing",2024,At Current Prices,83790969.0
MIMAROPA Region,Gross Domestic Product,2000,At Constant 2018 Prices,124948855.0
MIMAROPA Region,Gross Domestic Product,2000,At Current Prices,66182382.0
MIMAROPA Region,Gross Domestic Product,2001,At Constant 2018 Prices,129576632.0
MIMAROPA Region,Gross Domestic Product,2001,At Current Prices,71908260.0
MIMAROPA Region,Gross Domestic Product,2002,At Constant 2018 Prices,148590811.0
MIMAROPA Region,Gross Domestic Product,2002,At Current Prices,83490454.0
MIMAROPA Region,Gross Domestic Product,2003,At Constant 2018 Prices,163145111.0
MIMAROPA Region,Gross Domestic Product,2003,At Current Prices,95423489.0
MIMAROPA Region,Gross Domestic Product,2004,At Constant 2018 Prices,169206374.0
MIMAROPA Region,Gross Domestic Product,2004,At Current Prices,103521732.0
MIMAROPA Region,Gross Domestic Product,2005,At Constant 2018 Prices,184832219.0
MIMAROPA Region,Gross Domestic Product,2005,At Current Prices,121806090.0
MIMAROPA Region,Gross Domestic Product,2006,At Constant 2018 Prices,191998208.0
MIMAROPA Region,Gross Domestic Product,2006,At Current Prices,131197013.0
MIMAROPA Region,Gross Domestic Product,2007,At Constant 2018 Prices,210149963.0
MIMAROPA Region,Gross Domestic Product,2007,At Current Prices,148513117.0
MIMAROPA Region,Gross Domestic Product,2008,At Constant 2018 Prices,220607038.0
MIMAROPA Region,Gross Domestic Product,2008,At Current Prices,174989809.0
MIMAROPA Region,Gross Domestic Product,2009,At Constant 2018 Prices,230687037.0
MIMAROPA Region,Gross Domestic Product,2009,At Current Prices,184665344.0
MIMAROPA Region,Gross Domestic Product,2010,At Constant 2018 Prices,232547423.0
